gender,name,year,count,cnt_prev,share,share_prev,share_next,yoy,spike
female,보영,2009,198.0,164.0,8.936469823617555,7.1819575213488065,8.598378345843974,1.2356916916667462,1.0333116182309512
female,보윤,2009,93.0,72.0,4.197432795941579,3.1530545215677686,4.127221606005107,1.3104468774034799,1.0048384289469865
female,보현,2009,156.0,147.0,7.040855012547165,6.437486314867528,6.53476754284142,1.08529785972904,1.0692640198364447
female,봄,2009,132.0,142.0,5.95764654907837,6.218524195314211,8.856329696219293,0.9504065651579959,0.6689227495819485
female,사랑,2009,469.0,631.0,21.16769872361936,27.63301948762864,18.357537768376883,0.7646455883571178,0.7646455883571178
female,서경,2009,192.0,184.0,8.665667707750357,8.057805999562076,7.996491861634897,1.0688055077068213,1.0688055077068213
female,서린,2009,159.0,139.0,7.176256070480764,6.087146923582221,6.7927188932167395,1.1693146929407419,1.048743369772893
female,서빈,2009,295.0,247.0,13.3144373634706,10.816728705933874,11.650802658618586,1.2252479769923887,1.1379080351947857
female,서아,2009,168.0,158.0,7.582459244281561,6.919202977884826,10.447029690200429,1.0879951794118732,0.7223433169251884
female,서연,2009,3553.0,3316.0,160.35998627935945,145.21567768776,153.86798049887793,1.1039082929420103,1.041853497295129
female,서영,2009,1679.0,1758.0,75.77945875683776,76.98708123494636,71.58149972915108,0.9836751021982112,0.9836751021982112
female,서우,2009,157.0,86.0,7.085988698525031,3.7661484563170573,19.73327830371192,1.8568430394250641,0.3581807114948938
female,서원,2009,198.0,179.0,8.936469823617555,7.838843880008759,9.71616753080369,1.132798412485206,0.915043674545909
